loan_id,age,income_monthly,loan_amount,loan_tenure_m,interest_rate,existing_loans,credit_score,employment_type,education,residence_type,delinquency_30d,utilisation_pct,months_employed,loan_purpose,emi,foir_pct,ltv_proxy,default
LN001446,57,35796,268487,60,10.86,3,360,Salaried,Under-Graduate,Own,1,71.4,162,Wedding,5819,16.26,0.625,0
LN001447,58,18548,53340,60,27.59,2,751,Self-Employed,Post-Graduate,Family,0,4.0,298,Personal,1648,8.89,0.2396,0
LN001448,26,30811,135583,24,22.5,1,628,Salaried,Under-Graduate,Rented,3,30.9,22,Medical,7067,22.94,0.3667,0
LN001449,38,16974,95170,72,18.75,3,823,Salaried,Under-Graduate,Rented,1,14.2,290,Home Improvement,2211,13.03,0.4672,0
LN001450,22,28271,404331,36,21.58,1,695,Salaried,Under-Graduate,Rented,0,57.3,153,Education,15354,54.31,1.1918,0
LN001451,54,19941,59746,48,21.73,3,803,Salaried,Post-Graduate,Own,4,89.8,21,Debt Consolidation,1874,9.4,0.2497,1
LN001452,46,21003,46267,12,19.0,0,432,Salaried,Post-Graduate,Own,0,19.4,158,Education,4264,20.3,0.1836,0
LN001453,30,17091,61457,84,14.78,3,417,Salaried,Under-Graduate,Rented,2,55.2,171,Wedding,1178,6.89,0.2997,1
LN001454,56,13252,229483,12,17.09,2,492,Salaried,Graduate,Own,3,28.0,14,Debt Consolidation,20940,158.01,1.4431,0
LN001455,50,24654,126944,12,11.78,2,484,Self-Employed,Graduate,Rented,2,99.4,130,Medical,11266,45.7,0.4291,1
LN001456,39,33278,161550,60,8.57,4,663,Salaried,Graduate,Own,4,31.3,67,Wedding,3320,9.98,0.4045,1
LN001457,61,38922,90632,72,10.31,0,522,Salaried,Post-Graduate,Family,2,52.3,141,Medical,1693,4.35,0.194,0
LN001458,21,106885,43751,12,10.38,1,554,Salaried,Post-Graduate,Family,1,25.9,77,Vehicle,3854,3.61,0.0341,0
LN001459,59,13751,46908,36,8.9,0,707,Self-Employed,Graduate,Rented,4,34.2,14,Home Improvement,1489,10.83,0.2843,1
LN001460,45,13054,875156,48,16.37,0,330,Salaried,Post-Graduate,Own,3,86.8,164,Education,24968,191.27,5.5868,0
LN001461,53,17570,61793,36,25.85,0,621,Business,Post-Graduate,Rented,2,13.8,221,Vehicle,2485,14.14,0.2931,1
LN001462,23,22004,30383,84,19.54,0,648,Self-Employed,Post-Graduate,Own,5,52.1,103,Vehicle,666,3.03,0.1151,1
LN001463,54,16047,61745,72,22.61,3,804,Business,Graduate,Own,2,98.5,136,Medical,1574,9.81,0.3206,1
LN001464,25,19013,175160,12,26.94,0,580,Salaried,Under-Graduate,Own,0,99.2,295,Vehicle,16813,88.43,0.7677,0
LN001465,33,31679,130346,84,20.55,4,520,Business,Post-Graduate,Rented,2,46.5,84,Education,2938,9.27,0.3429,0
LN001466,25,40658,240726,84,26.14,4,590,Business,Graduate,Rented,5,67.1,286,Personal,6270,15.42,0.4934,1
LN001467,55,32155,1211633,48,21.73,2,311,Salaried,Graduate,Family,2,85.0,267,Medical,37996,118.17,3.1401,0
LN001468,23,34671,163299,84,9.97,3,700,Salaried,Post-Graduate,Rented,1,39.3,283,Education,2708,7.81,0.3925,0
LN001469,53,30052,240786,24,22.48,4,429,Business,Under-Graduate,Own,3,46.9,125,Wedding,12549,41.76,0.6677,1
LN001470,21,19663,94239,60,26.62,0,356,Salaried,Under-Graduate,Family,4,59.7,125,Home Improvement,2856,14.52,0.3994,0
LN001471,60,33007,91601,36,17.46,2,300,Self-Employed,Graduate,Own,1,6.5,218,Business,3287,9.96,0.2313,0
LN001472,52,15913,131368,24,19.86,1,336,Salaried,Graduate,Rented,2,1.3,153,Personal,6677,41.96,0.6879,1
LN001473,48,18307,262445,72,25.66,4,363,Business,Graduate,Family,4,56.8,137,Wedding,7176,39.2,1.1946,1
LN001474,28,24998,139791,24,20.76,0,493,Salaried,Graduate,Rented,4,32.2,47,Education,7167,28.67,0.466,0
LN001475,28,38814,199270,60,18.14,1,627,Self-Employed,Graduate,Rented,4,7.6,180,Wedding,5075,13.08,0.4278,0
LN001476,53,20246,31700,24,25.23,4,817,Salaried,Under-Graduate,Rented,4,22.6,169,Education,1696,8.38,0.1305,1
LN001477,25,13091,159489,36,25.03,4,412,Salaried,Graduate,Rented,1,71.6,215,Education,6344,48.46,1.0153,0
LN001478,29,67543,106259,48,21.88,1,385,Salaried,Under-Graduate,Family,3,36.1,171,Business,3341,4.95,0.1311,0
LN001479,37,36509,25886,36,8.75,1,577,Salaried,Graduate,Own,5,86.7,277,Vehicle,820,2.25,0.0591,0
LN001480,40,33781,106287,84,9.78,0,526,Salaried,Under-Graduate,Rented,1,85.4,64,Medical,1752,5.19,0.2622,0
LN001481,62,20860,30683,60,11.66,4,736,Freelancer,Post-Graduate,Rented,3,42.7,73,Education,677,3.25,0.1226,1
LN001482,45,52657,101323,84,17.43,4,473,Business,Graduate,Own,0,22.6,68,Debt Consolidation,2096,3.98,0.1604,0
LN001483,23,48161,117284,60,10.79,4,640,Business,Under-Graduate,Rented,0,3.2,172,Medical,2538,5.27,0.2029,0
LN001484,26,31487,39759,60,23.28,0,835,Self-Employed,Post-Graduate,Rented,3,47.0,282,Vehicle,1127,3.58,0.1052,0
LN001485,46,29874,123692,24,10.19,3,812,Self-Employed,Under-Graduate,Rented,5,16.7,35,Wedding,5719,19.14,0.345,1
LN001486,45,44819,108823,12,13.4,3,451,Salaried,Graduate,Family,1,66.9,53,Personal,9740,21.73,0.2023,0
LN001487,23,43777,319991,48,27.41,4,588,Salaried,Graduate,Rented,5,52.0,157,Debt Consolidation,11045,25.23,0.6091,1
LN001488,60,29869,54648,48,13.43,4,435,Salaried,Graduate,Own,4,30.5,212,Medical,1478,4.95,0.1525,0
LN001489,47,19860,125972,60,21.98,2,564,Salaried,Under-Graduate,Family,4,17.4,244,Vehicle,3478,17.51,0.5286,0
LN001490,63,17623,183888,72,23.67,4,550,Self-Employed,Graduate,Rented,5,10.0,235,Medical,4804,27.26,0.8695,1
LN001491,53,61496,102885,84,16.01,4,623,Salaried,Post-Graduate,Family,2,57.1,27,Home Improvement,2044,3.32,0.1394,0
LN001492,61,33918,298420,48,18.69,3,318,Salaried,Post-Graduate,Rented,1,34.1,31,Education,8874,26.16,0.7332,1
LN001493,40,33865,124592,84,16.51,2,677,Salaried,Graduate,Family,4,17.2,142,Personal,2511,7.41,0.3066,1
LN001494,29,18431,144760,24,13.94,0,646,Salaried,Under-Graduate,Own,4,10.1,266,Wedding,6946,37.69,0.6545,0
LN001495,32,57372,94166,36,24.95,3,506,Salaried,Under-Graduate,Own,5,58.1,176,Education,3742,6.52,0.1368,1
LN001496,30,43552,28167,72,10.78,2,640,Salaried,Graduate,Family,0,70.0,111,Education,533,1.22,0.0539,0
LN001497,48,28275,37741,84,27.73,3,646,Self-Employed,Under-Graduate,Own,4,82.2,61,Education,1022,3.61,0.1112,1
LN001498,58,7748,130185,12,18.38,4,311,Freelancer,Post-Graduate,Own,2,29.3,281,Home Improvement,11959,154.35,1.4002,1
LN001499,45,49647,73060,48,21.18,2,546,Salaried,Graduate,Own,3,24.3,168,Medical,2269,4.57,0.1226,0
LN001500,29,15028,127630,24,18.27,0,436,Salaried,Graduate,Rented,1,41.9,159,Business,6388,42.51,0.7077,0
LN001501,30,25516,63333,24,24.43,3,328,Self-Employed,Graduate,Family,2,37.9,14,Education,3362,13.18,0.2068,0
LN001502,49,14047,101193,12,9.17,2,648,Salaried,Graduate,Family,2,77.7,1,Personal,8857,63.05,0.6003,1
LN001503,39,19407,246940,48,24.42,3,386,Salaried,Under-Graduate,Own,1,62.7,208,Vehicle,8108,41.78,1.0604,0
LN001504,57,16279,73962,36,18.47,4,546,Salaried,Graduate,Own,1,92.9,268,Business,2691,16.53,0.3786,0
LN001505,26,23487,413510,60,19.62,3,601,Salaried,Under-Graduate,Rented,3,79.6,205,Medical,10868,46.27,1.4672,1
LN001506,31,19027,202224,84,13.97,0,613,Salaried,Post-Graduate,Own,0,18.3,19,Debt Consolidation,3786,19.9,0.8857,0
LN001507,46,56921,66397,84,18.14,3,358,Business,Professional,Rented,2,66.6,168,Medical,1401,2.46,0.0972,1
LN001508,29,74638,59803,84,16.62,1,580,Business,Post-Graduate,Rented,4,89.2,25,Business,1209,1.62,0.0668,0
LN001509,36,15975,139372,60,12.08,3,396,Salaried,Professional,Rented,5,88.0,75,Home Improvement,3106,19.44,0.727,1
LN001510,44,32895,197558,60,13.66,0,651,Salaried,Graduate,Own,4,41.0,152,Medical,4562,13.87,0.5005,0
LN001511,35,62333,154933,12,13.67,4,366,Self-Employed,Graduate,Rented,4,90.6,191,Personal,13887,22.28,0.2071,1
LN001512,61,26150,59813,72,18.83,4,414,Salaried,Under-Graduate,Rented,2,59.3,281,Wedding,1392,5.32,0.1906,0
LN001513,40,48365,96492,60,25.25,1,606,Self-Employed,Graduate,Own,5,71.2,189,Wedding,2846,5.88,0.1663,0
LN001514,62,15808,188192,60,11.97,3,847,Business,Post-Graduate,Own,0,75.4,102,Education,4183,26.46,0.9921,0
LN001515,24,21609,73632,12,8.56,3,657,Salaried,Post-Graduate,Rented,3,3.9,95,Wedding,6424,29.73,0.284,0
LN001516,22,21240,212289,12,11.67,1,693,Freelancer,Graduate,Rented,4,28.2,111,Medical,18829,88.65,0.8329,0
LN001517,57,28331,56129,36,9.76,3,572,Salaried,Professional,Rented,3,67.9,195,Wedding,1805,6.37,0.1651,0
LN001518,28,38462,61438,24,17.1,0,395,Self-Employed,Graduate,Rented,4,71.8,168,Business,3041,7.91,0.1331,0
LN001519,25,19199,134379,12,17.15,4,814,Salaried,Under-Graduate,Family,1,11.3,38,Business,12266,63.89,0.5833,0
LN001520,25,28645,135579,84,26.48,1,690,Business,Professional,Rented,1,12.9,182,Debt Consolidation,3561,12.43,0.3944,0
LN001521,45,14883,219196,12,12.51,4,549,Salaried,Under-Graduate,Family,2,82.2,113,Education,19528,131.21,1.2273,0
LN001522,61,11552,43251,72,22.93,3,589,Salaried,Under-Graduate,Own,2,81.1,72,Vehicle,1111,9.62,0.312,0
LN001523,61,27748,115784,72,23.64,4,751,Salaried,Graduate,Own,1,80.0,36,Business,3023,10.89,0.3477,1
LN001524,49,12190,36572,24,25.14,0,763,Business,Graduate,Family,3,90.0,70,Education,1954,16.03,0.25,0
LN001525,48,21052,278734,36,24.77,4,359,Salaried,Graduate,Family,4,34.2,44,Medical,11049,52.48,1.1034,1
LN001526,28,25436,109438,12,24.37,1,579,Salaried,Professional,Own,5,19.3,256,Medical,10368,40.76,0.3585,1
LN001527,47,32821,30388,36,8.77,1,805,Self-Employed,Post-Graduate,Own,3,21.4,174,Home Improvement,963,2.93,0.0772,0
LN001528,63,14759,86135,72,22.15,0,349,Salaried,Post-Graduate,Rented,1,12.3,277,Wedding,2172,14.72,0.4863,0
LN001529,59,30775,202223,72,15.04,0,552,Business,Under-Graduate,Rented,2,33.9,216,Business,4280,13.91,0.5476,0
LN001530,62,37093,54878,48,16.72,1,784,Salaried,Graduate,Own,1,84.0,208,Home Improvement,1576,4.25,0.1233,0
LN001531,51,23349,357488,72,21.48,3,569,Salaried,Graduate,Family,3,94.7,105,Medical,8872,38.0,1.2759,0
LN001532,57,48631,137897,60,10.66,0,319,Business,Graduate,Rented,1,34.7,109,Wedding,2975,6.12,0.2363,0
LN001533,38,8946,105988,12,25.42,0,722,Salaried,Under-Graduate,Family,4,0.2,28,Personal,10095,112.84,0.9873,1
LN001534,57,15629,45962,24,10.37,2,401,Salaried,Under-Graduate,Rented,1,77.3,156,Home Improvement,2129,13.62,0.2451,0
LN001535,49,23195,135202,84,19.76,4,512,Business,Graduate,Rented,1,19.6,82,Business,2983,12.86,0.4857,0
LN001536,21,19838,107701,60,12.06,4,722,Salaried,Graduate,Family,3,99.5,180,Business,2399,12.09,0.4524,1
LN001537,36,18203,356241,48,11.15,2,738,Freelancer,Graduate,Own,2,6.3,193,Medical,9233,50.72,1.6309,0
LN001538,35,39916,30514,72,25.24,3,667,Self-Employed,Post-Graduate,Rented,1,44.5,157,Personal,826,2.07,0.0637,0
LN001539,39,38521,44177,60,23.89,2,712,Self-Employed,Under-Graduate,Rented,0,10.3,39,Home Improvement,1268,3.29,0.0956,0
LN001540,52,43391,90591,84,27.93,0,413,Salaried,Under-Graduate,Family,4,32.9,292,Education,2465,5.68,0.174,1
LN001541,44,16015,147635,36,14.8,0,339,Salaried,Graduate,Own,5,70.3,179,Personal,5103,31.86,0.7682,0
LN001542,63,34791,58337,60,16.83,0,378,Business,Graduate,Rented,0,77.0,278,Education,1444,4.15,0.1397,0
LN001543,60,12773,137141,72,15.74,2,653,Business,Under-Graduate,Family,4,71.6,175,Business,2955,23.13,0.8947,0
LN001544,48,20988,139535,72,23.15,2,460,Salaried,Graduate,Own,5,83.2,24,Debt Consolidation,3602,17.16,0.554,0
LN001545,33,23907,161113,48,26.57,3,690,Salaried,Post-Graduate,Rented,4,54.2,87,Medical,5484,22.94,0.5616,1
LN001546,50,27544,346680,84,11.42,4,649,Salaried,Post-Graduate,Own,5,73.3,192,Medical,6013,21.83,1.0489,1
LN001547,50,22606,169188,24,24.07,1,452,Salaried,Graduate,Rented,3,63.5,251,Personal,8951,39.6,0.6237,1
LN001548,47,37089,237372,24,24.59,2,596,Freelancer,Graduate,Own,0,95.8,165,Home Improvement,12620,34.03,0.5333,0
LN001549,30,38487,76989,36,24.07,1,676,Salaried,Graduate,Family,5,95.1,245,Business,3023,7.85,0.1667,1
LN001550,63,24438,41143,12,9.34,1,349,Salaried,Post-Graduate,Own,0,49.3,188,Debt Consolidation,3605,14.75,0.1403,0
LN001551,50,14516,64213,60,17.91,3,502,Self-Employed,Under-Graduate,Own,5,89.0,86,Business,1627,11.21,0.3686,1
LN001552,64,15136,196319,24,22.9,2,661,Salaried,Graduate,Own,2,41.7,261,Personal,10272,67.86,1.0809,0
LN001553,50,19239,67691,36,18.97,4,825,Self-Employed,Graduate,Rented,0,96.5,53,Wedding,2480,12.89,0.2932,0
LN001554,41,37432,133993,24,12.85,3,635,Salaried,Graduate,Rented,4,91.1,7,Debt Consolidation,6361,16.99,0.2983,1
LN001555,51,23472,45522,72,8.96,1,817,Salaried,Under-Graduate,Rented,5,76.3,25,Home Improvement,820,3.49,0.1616,1
LN001556,38,15442,38235,36,26.28,4,463,Self-Employed,Graduate,Rented,3,17.8,204,Debt Consolidation,1546,10.01,0.2063,0
LN001557,61,50330,69850,84,20.01,3,788,Freelancer,Under-Graduate,Own,3,10.8,51,Home Improvement,1552,3.08,0.1157,0
LN001558,46,24849,93043,36,18.16,1,551,Salaried,Post-Graduate,Own,4,76.8,82,Home Improvement,3371,13.57,0.312,1
LN001559,42,13718,232241,72,12.02,3,747,Business,Professional,Rented,0,49.7,10,Business,4543,33.12,1.4108,0
LN001560,35,56681,82831,36,15.32,3,393,Self-Employed,Post-Graduate,Own,4,93.4,218,Business,2884,5.09,0.1218,1
LN001561,22,18838,100891,72,10.02,1,617,Freelancer,Graduate,Own,4,59.5,117,Debt Consolidation,1870,9.93,0.4463,1
LN001562,40,56807,42245,24,20.6,3,795,Salaried,Graduate,Rented,4,33.7,154,Personal,2162,3.81,0.062,1
LN001563,58,32538,158568,12,23.95,3,571,Salaried,Post-Graduate,Rented,2,2.4,63,Medical,14990,46.07,0.4061,0
LN001564,26,60024,230885,48,10.98,3,821,Salaried,Post-Graduate,Rented,4,85.3,212,Personal,5965,9.94,0.3205,0
LN001565,29,48698,132017,24,25.77,3,433,Business,Graduate,Family,5,81.3,105,Debt Consolidation,7097,14.57,0.2259,1
LN001566,61,44944,26250,24,15.21,3,407,Salaried,Graduate,Family,1,36.5,14,Medical,1275,2.84,0.0487,1
LN001567,63,16179,147612,84,17.81,2,548,Freelancer,Post-Graduate,Rented,5,75.4,167,Medical,3086,19.07,0.7603,0
LN001568,63,16768,35591,36,13.14,4,452,Salaried,Graduate,Rented,0,57.7,43,Home Improvement,1202,7.17,0.1769,0
LN001569,44,67861,56612,72,22.34,1,579,Freelancer,Graduate,Rented,0,85.2,18,Personal,1434,2.11,0.0695,0
LN001570,57,21549,65037,72,9.54,0,683,Self-Employed,Graduate,Rented,3,7.9,89,Home Improvement,1190,5.52,0.2515,0
LN001571,31,33335,310759,12,22.88,4,387,Salaried,Professional,Own,2,57.0,181,Wedding,29217,87.65,0.7769,1
LN001572,63,22172,149410,36,11.56,0,438,Salaried,Graduate,Rented,4,9.0,91,Business,4931,22.24,0.5616,0
LN001573,61,65381,42947,84,10.05,2,332,Salaried,Under-Graduate,Rented,4,95.5,97,Education,714,1.09,0.0547,1
LN001574,57,43518,107784,24,22.21,2,828,Self-Employed,Post-Graduate,Family,3,88.8,30,Home Improvement,5603,12.88,0.2064,0
LN001575,64,12739,268810,24,25.6,0,621,Business,Graduate,Own,0,78.3,94,Personal,14428,113.26,1.7584,0
LN001576,42,37716,41541,12,21.15,3,785,Salaried,Professional,Family,5,13.5,247,Wedding,3871,10.26,0.0918,0
LN001577,34,30391,40718,36,24.63,2,705,Salaried,Post-Graduate,Family,2,21.0,262,Business,1611,5.3,0.1117,0
LN001578,37,30592,212721,12,13.8,2,406,Salaried,Under-Graduate,Family,4,38.3,40,Vehicle,19080,62.37,0.5795,1
LN001579,25,16138,116213,24,25.16,3,348,Salaried,Graduate,Rented,2,37.0,47,Education,6212,38.49,0.6001,1
LN001580,40,38844,26025,84,8.9,0,340,Freelancer,Graduate,Own,4,82.9,278,Medical,417,1.07,0.0558,0
LN001581,46,39633,116230,12,19.25,1,670,Self-Employed,Graduate,Rented,3,49.7,147,Vehicle,10725,27.06,0.2444,0
LN001582,33,41870,93172,12,25.49,0,805,Salaried,Graduate,Family,0,12.8,85,Medical,8878,21.2,0.1854,0
LN001583,47,16698,199705,60,23.06,4,460,Self-Employed,Post-Graduate,Rented,5,22.3,86,Vehicle,5637,33.76,0.9967,1
LN001584,22,6528,88643,72,12.79,0,721,Self-Employed,Graduate,Rented,3,79.3,41,Education,1770,27.11,1.1316,0
LN001585,38,52090,282232,60,14.88,1,429,Self-Employed,Graduate,Rented,1,26.5,109,Personal,6697,12.86,0.4515,0
LN001586,37,40665,211533,12,11.38,0,331,Business,Graduate,Rented,5,34.3,137,Medical,18733,46.07,0.4335,0
LN001587,23,81888,109069,72,18.92,1,339,Freelancer,Professional,Rented,3,39.9,34,Debt Consolidation,2545,3.11,0.111,1
LN001588,48,18150,125784,36,25.23,0,436,Freelancer,Post-Graduate,Rented,4,75.8,289,Wedding,5016,27.64,0.5775,0
LN001589,30,48686,293813,36,25.21,3,835,Salaried,Post-Graduate,Rented,3,43.8,95,Personal,11715,24.06,0.5029,0
LN001590,34,27677,55567,60,24.44,2,718,Salaried,Graduate,Family,5,58.3,185,Vehicle,1613,5.83,0.1673,1
LN001591,53,54796,91251,48,13.18,1,631,Business,Under-Graduate,Rented,2,60.2,162,Wedding,2456,4.48,0.1388,0
LN001592,21,35941,209222,24,27.48,1,535,Salaried,Post-Graduate,Own,3,16.1,33,Vehicle,11429,31.8,0.4851,0
LN001593,47,44253,131389,12,25.79,2,366,Salaried,Graduate,Rented,3,20.8,261,Medical,12538,28.33,0.2474,0
LN001594,56,14386,114141,84,12.75,3,361,Salaried,Under-Graduate,Own,2,36.6,223,Home Improvement,2061,14.33,0.6612,1
LN001595,58,12314,93285,48,25.82,3,454,Salaried,Graduate,Own,4,19.5,52,Personal,3136,25.47,0.6313,1
LN001596,49,20917,40213,48,20.84,2,721,Business,Graduate,Family,5,87.2,91,Vehicle,1242,5.94,0.1602,0
LN001597,51,18218,196370,24,23.67,1,546,Salaried,Graduate,Rented,1,11.8,196,Personal,10350,56.81,0.8982,0
LN001598,29,42845,69373,24,20.84,4,616,Salaried,Post-Graduate,Own,1,38.4,245,Personal,3559,8.31,0.1349,0
LN001599,50,14110,252466,72,13.51,0,827,Self-Employed,Under-Graduate,Own,4,65.5,109,Education,5136,36.4,1.4911,0
LN001600,60,95584,51008,72,10.66,4,769,Business,Graduate,Rented,2,8.9,55,Medical,962,1.01,0.0445,0
LN001601,64,45312,141725,36,12.9,0,603,Self-Employed,Post-Graduate,Rented,1,10.4,217,Business,4768,10.52,0.2606,0
LN001602,56,24280,79230,48,15.48,3,329,Salaried,Post-Graduate,Rented,5,37.9,249,Home Improvement,2224,9.16,0.2719,1
LN001603,45,17687,351884,24,14.59,3,845,Salaried,Graduate,Own,5,21.8,183,Vehicle,16993,96.08,1.6579,1
LN001604,28,47664,124994,84,27.18,0,363,Self-Employed,Under-Graduate,Own,2,8.9,4,Home Improvement,3340,7.01,0.2185,0
LN001605,37,41276,99066,72,24.38,0,625,Self-Employed,Under-Graduate,Own,5,36.6,243,Medical,2631,6.37,0.2,0
LN001606,21,27849,77797,36,16.89,4,776,Business,Post-Graduate,Family,4,7.5,143,Business,2769,9.94,0.2328,1
LN001607,42,16862,120873,12,23.23,2,585,Salaried,Under-Graduate,Rented,4,39.8,171,Education,11385,67.52,0.5974,1
LN001608,29,29814,89037,84,12.42,2,633,Salaried,Post-Graduate,Own,5,22.9,220,Medical,1592,5.34,0.2489,1
LN001609,47,9252,38236,84,26.74,3,422,Salaried,Professional,Family,1,36.4,182,Business,1011,10.93,0.3444,0
LN001610,56,24510,90022,72,19.09,0,424,Self-Employed,Post-Graduate,Own,5,87.9,18,Medical,2109,8.6,0.3061,0
LN001611,38,20634,285893,24,24.07,3,492,Self-Employed,Post-Graduate,Family,0,18.8,123,Personal,15125,73.3,1.1546,0
LN001612,21,15762,35223,24,20.73,1,697,Salaried,Graduate,Rented,5,65.9,69,Medical,1805,11.45,0.1862,1
LN001613,63,19920,88127,72,9.34,4,525,Self-Employed,Post-Graduate,Family,2,24.7,117,Wedding,1603,8.05,0.3687,0
LN001614,40,21824,56513,36,14.64,2,368,Business,Graduate,Family,2,7.5,0,Wedding,1949,8.93,0.2158,0
LN001615,22,15802,68543,84,13.52,0,639,Salaried,Graduate,Rented,0,44.9,121,Medical,1266,8.01,0.3615,0
LN001616,29,62141,60246,84,17.34,4,433,Salaried,Graduate,Own,4,26.0,291,Medical,1243,2.0,0.0808,1
LN001617,47,18444,304090,48,15.12,3,351,Salaried,Professional,Rented,1,39.9,219,Debt Consolidation,8482,45.99,1.3739,1
LN001618,24,15715,126847,36,13.78,3,730,Self-Employed,Under-Graduate,Family,4,26.9,244,Medical,4322,27.5,0.6726,1
LN001619,29,35434,95063,84,14.21,2,378,Business,Post-Graduate,Rented,4,26.5,55,Personal,1793,5.06,0.2236,1
LN001620,32,17465,151615,36,18.57,3,758,Self-Employed,Post-Graduate,Family,2,71.4,245,Medical,5525,31.63,0.7234,0
LN001621,31,15577,38585,60,26.85,2,561,Salaried,Under-Graduate,Family,1,78.0,279,Debt Consolidation,1175,7.54,0.2064,0
LN001622,26,41566,13771,48,13.23,2,790,Self-Employed,Professional,Family,2,15.6,283,Wedding,371,0.89,0.0276,0
LN001623,37,33949,41988,60,21.68,2,698,Salaried,Graduate,Rented,5,52.7,100,Personal,1152,3.39,0.1031,1
LN001624,43,14227,89115,36,21.65,1,839,Salaried,Graduate,Family,2,89.1,62,Personal,3387,23.81,0.522,1
LN001625,22,45079,99577,84,15.52,0,518,Self-Employed,Under-Graduate,Family,5,25.3,139,Business,1951,4.33,0.1841,0
LN001626,38,26194,135428,12,10.81,2,382,Business,Post-Graduate,Rented,3,91.2,265,Medical,11957,45.65,0.4308,0
LN001627,52,17557,27889,48,14.55,4,814,Salaried,Graduate,Family,4,14.0,119,Wedding,770,4.39,0.1324,0
LN001628,30,15332,105155,36,10.08,3,436,Self-Employed,Graduate,Rented,3,37.4,177,Education,3397,22.16,0.5715,0
LN001629,38,48194,629416,36,13.68,4,441,Salaried,Graduate,Rented,3,35.0,204,Vehicle,21414,44.43,1.0883,1
LN001630,42,27244,127722,60,21.03,4,495,Self-Employed,Graduate,Family,4,60.2,181,Home Improvement,3457,12.69,0.3907,0
LN001631,23,44610,114626,60,15.03,3,533,Salaried,Under-Graduate,Own,2,66.4,86,Vehicle,2729,6.12,0.2141,0
LN001632,27,29487,228702,48,15.14,2,341,Business,Post-Graduate,Rented,5,47.3,275,Medical,6381,21.64,0.6463,1
LN001633,23,24841,30630,24,25.7,0,605,Salaried,Under-Graduate,Rented,2,79.0,175,Debt Consolidation,1646,6.63,0.1028,0
LN001634,41,18746,278955,36,14.28,2,742,Salaried,Graduate,Family,2,51.5,132,Medical,9572,51.06,1.2401,0
LN001635,61,24903,201271,48,9.8,4,546,Salaried,Post-Graduate,Family,2,10.9,196,Personal,5085,20.42,0.6735,0
LN001636,47,30196,132551,60,8.84,0,528,Self-Employed,Graduate,Rented,5,16.1,171,Wedding,2741,9.08,0.3658,0
LN001637,62,21333,495276,12,21.21,3,567,Salaried,Graduate,Rented,4,93.7,90,Personal,46167,216.41,1.9347,1
LN001638,58,24470,77199,24,23.62,0,583,Salaried,Graduate,Own,5,25.4,286,Wedding,4067,16.62,0.2629,0
LN001639,54,15313,50873,60,23.87,0,594,Freelancer,Post-Graduate,Own,4,67.7,199,Home Improvement,1460,9.53,0.2769,0
LN001640,25,18792,64867,84,15.33,0,471,Self-Employed,Post-Graduate,Own,0,49.1,262,Education,1264,6.73,0.2877,0
LN001641,38,39326,51703,24,25.55,3,556,Salaried,Under-Graduate,Family,4,31.1,198,Personal,2774,7.05,0.1096,0
LN001642,46,20767,120115,24,9.05,4,751,Salaried,Graduate,Own,1,66.8,220,Medical,5490,26.44,0.482,1
LN001643,60,37897,342331,48,18.4,1,482,Salaried,Graduate,Own,5,77.3,74,Debt Consolidation,10128,26.73,0.7528,1
LN001644,59,22824,272680,60,10.62,2,480,Self-Employed,Post-Graduate,Family,1,33.2,89,Vehicle,5877,25.75,0.9956,0
LN001645,61,28532,118676,36,21.1,4,683,Self-Employed,Graduate,Rented,4,14.3,284,Medical,4477,15.69,0.3466,1
LN001646,44,22760,57158,60,13.72,3,781,Freelancer,Post-Graduate,Own,1,31.8,150,Business,1322,5.81,0.2093,0
LN001647,26,18106,49089,84,24.73,0,485,Self-Employed,Professional,Own,1,15.2,201,Home Improvement,1234,6.82,0.2259,0
